#! FIELDS z fesz dfesz_z
#! SET normalisation  1.000000
#! SET min_z 0
#! SET max_z 10.5
#! SET nbins_z  200
#! SET periodic_z false
 0.000000 3.209866 -41.345586
 0.052500 1.758993 -16.395004
 0.105000 1.227341 -5.951590
 0.157500 0.994906 -3.518155
 0.210000 0.833441 -2.684483
 0.262500 0.709789 -2.073830
 0.315000 0.611123 -1.719313
 0.367500 0.527659 -1.482562
 0.420000 0.453665 -1.353996
 0.472500 0.385548 -1.244829
 0.525000 0.322341 -1.183472
 0.577500 0.261044 -1.145874
 0.630000 0.203888 -1.025754
 0.682500 0.154772 -0.833230
 0.735000 0.118562 -0.543413
 0.787500 0.097193 -0.294316
 0.840000 0.086032 -0.149891
 0.892500 0.080866 -0.058689
 0.945000 0.078962 -0.038336
 0.997500 0.075867 -0.076851
 1.050000 0.073377 -0.013518
 1.102500 0.073504 -0.005398
 1.155000 0.072592 -0.033125
 1.207500 0.069863 -0.082517
 1.260000 0.065234 -0.075142
 1.312500 0.063806 0.004987
 1.365000 0.063878 -0.017032
 1.417500 0.063476 0.014001
 1.470000 0.066609 0.097018
 1.522500 0.072628 0.108993
 1.575000 0.077385 0.071237
 1.627500 0.081903 0.106605
 1.680000 0.088295 0.110772
 1.732500 0.092013 0.020558
 1.785000 0.091730 -0.021230
 1.837500 0.091190 -0.004808
 1.890000 0.090878 -0.018844
 1.942500 0.089298 -0.048615
 1.995000 0.085799 -0.091816
 2.047500 0.079989 -0.134842
 2.100000 0.072324 -0.153753
 2.152500 0.065139 -0.119704
 2.205000 0.060644 -0.052415
 2.257500 0.059301 -0.022247
 2.310000 0.057299 -0.057307
 2.362500 0.054776 -0.033962
 2.415000 0.054479 0.013904
 2.467500 0.055382 -0.000388
 2.520000 0.053898 -0.059291
 2.572500 0.050457 -0.065516
 2.625000 0.048437 -0.008391
 2.677500 0.050498 0.078484
 2.730000 0.055155 0.067579
 2.782500 0.056147 -0.038528
 2.835000 0.052239 -0.101073
 2.887500 0.047494 -0.074448
 2.940000 0.044744 -0.046239
 2.992500 0.041860 -0.073593
 3.045000 0.037167 -0.112664
 3.097500 0.031084 -0.104716
 3.150000 0.027894 -0.031986
 3.202500 0.025929 -0.055341
 3.255000 0.023534 -0.033381
 3.307500 0.021556 -0.067818
 3.360000 0.016003 -0.140175
 3.412500 0.008562 -0.137530
 3.465000 0.002729 -0.085884
 3.517500 0.000000 -0.024152
 3.570000 0.000019 0.009619
 3.622500 0.000777 0.019686
 3.675000 0.003561 0.084228
 3.727500 0.008780 0.092803
 3.780000 0.013015 0.066053
 3.832500 0.016271 0.052934
 3.885000 0.019248 0.059557
 3.937500 0.022865 0.068184
 3.990000 0.026250 0.049647
 4.042500 0.027656 -0.002527
 4.095000 0.027995 0.033850
 4.147500 0.032098 0.098156
 4.200000 0.036128 0.035963
 4.252500 0.036670 -0.002055
 4.305000 0.037865 0.041664
 4.357500 0.040006 0.024783
 4.410000 0.041815 0.058687
 4.462500 0.046583 0.092018
 4.515000 0.049146 -0.006121
 4.567500 0.046841 -0.086938
 4.620000 0.039787 -0.183422
 4.672500 0.030442 -0.143429
 4.725000 0.027333 0.021413
 4.777500 0.032174 0.147492
 4.830000 0.041872 0.201390
 4.882500 0.052509 0.194832
 4.935000 0.062397 0.168082
 4.987500 0.069150 0.075626
 5.040000 0.071961 0.057005
 5.092500 0.077933 0.162205
 5.145000 0.086778 0.143402
 5.197500 0.092802 0.095353
 5.250000 0.098554 0.115754
 5.302500 0.103725 0.067514
 5.355000 0.107833 0.118403
 5.407500 0.119183 0.317720
 5.460000 0.141957 0.547861
 5.512500 0.176360 0.737266
 5.565000 0.218098 0.849244
 5.617500 0.267610 1.048486
 5.670000 0.328444 1.238720
 5.722500 0.394467 1.245259
 5.775000 0.459471 1.245232
 5.827500 0.528539 1.406738
 5.880000 0.609150 1.663679
 5.932500 0.705310 2.028848
 5.985000 0.826309 2.590850
 6.037500 0.977640 3.168200
 6.090000 1.161687 3.878481
 6.142500 1.389956 4.843165
 6.195000 1.671912 5.881598
 6.247500 2.004927 6.748963
 6.300000 2.375958 7.345915
 6.352500 2.776324 7.900274
 6.405000 3.203731 8.321032
 6.457500 3.644471 8.399423
 6.510000 4.079759 8.108497
 6.562500 4.491308 7.526105
 6.615000 4.866885 6.710569
 6.667500 5.187117 5.383989
 6.720000 5.428840 3.853881
 6.772500 5.600694 2.759286
 6.825000 5.724038 1.965380
 6.877500 5.810676 1.343819
 6.930000 5.866407 0.792070
 6.982500 5.898043 0.451569
 7.035000 5.919554 0.410854
 7.087500 5.943057 0.447490
 7.140000 5.960733 0.157009
 7.192500 5.957020 -0.268870
 7.245000 5.942678 -0.180540
 7.297500 5.941598 0.087228
 7.350000 5.945846 0.035683
 7.402500 5.945546 -0.039435
 7.455000 5.943505 -0.025656
 7.507500 5.944133 0.018910
